Tmax(n8_TLPn8_des) X,Tmax(n8_TLPn8_des) Y,Tmax(n10_TLPn10_des) X,Tmax(n10_TLPn10_des) Y,Tmax(n11_TLPn11_des) X,Tmax(n11_TLPn11_des) Y,Tmax(n12_TLPn12_des) X,Tmax(n12_TLPn12_des) Y,Tmax(n13_TLPn13_des) X,Tmax(n13_TLPn13_des) Y,Tmax(n14_TLPn14_des) X,Tmax(n14_TLPn14_des) Y,Tmax(n15_TLPn15_des) X,Tmax(n15_TLPn15_des) Y,Tmax(n16_TLPn16_des) X,Tmax(n16_TLPn16_des) Y,Tmax(n17_TLPn17_des) X,Tmax(n17_TLPn17_des) Y,Tmax(n294_TLPn294_des) X,Tmax(n294_TLPn294_des) Y,Tmax(n307_TLPn307_des) X,Tmax(n307_TLPn307_des) Y,Tmax(n320_TLPn320_des) X,Tmax(n320_TLPn320_des) Y,Tmax(n333_TLPn333_des) X,Tmax(n333_TLPn333_des) Y,Tmax(n346_TLPn346_des) X,Tmax(n346_TLPn346_des) Y,Tmax(n359_TLPn359_des) X,Tmax(n359_TLPn359_des) Y,Tmax(n372_TLPn372_des) X,Tmax(n372_TLPn372_des) Y,Tmax(n385_TLPn385_des) X,Tmax(n385_TLPn385_des) Y,Tmax(n398_TLPn398_des) X,Tmax(n398_TLPn398_des) Y,Tmax(n411_TLPn411_des) X,Tmax(n411_TLPn411_des) Y,Tmax(n424_TLPn424_des) X,Tmax(n424_TLPn424_des) Y,Tmax(n437_TLPn437_des) X,Tmax(n437_TLPn437_des) Y,Tmax(n450_TLPn450_des) X,Tmax(n450_TLPn450_des) Y,Tmax(n463_TLPn463_des) X,Tmax(n463_TLPn463_des) Y,Tmax(n476_TLPn476_des) X,Tmax(n476_TLPn476_des) Y,Tmax(n489_TLPn489_des) X,Tmax(n489_TLPn489_des) Y,Tmax(n502_TLPn502_des) X,Tmax(n502_TLPn502_des) Y,Tmax(n515_TLPn515_des) X,Tmax(n515_TLPn515_des) Y,Tmax(n528_TLPn528_des) X,Tmax(n528_TLPn528_des) Y,Tmax(n541_TLPn541_des) X,Tmax(n541_TLPn541_des) Y,Tmax(n554_TLPn554_des) X,Tmax(n554_TLPn554_des) Y,Tmax(n567_TLPn567_des) X,Tmax(n567_TLPn567_des) Y,Tmax(n580_TLPn580_des) X,Tmax(n580_TLPn580_des) Y
-0.00334535,300,0.62562355,300.10204,0.73395273,301.20899,0.86774142,314.07891,0.89364735,320.23267,0.91543183,326.57147,0.92538016,329.80431,0.94582227,304.74782,0.96147097,305.6107,0.24171403,299.99994,0.52496125,300.00678,0.76977157,302.52722,0.79197249,303.89039,0.80848734,305.28502,0.82184731,306.70467,0.83319497,308.14548,0.84314646,309.60491,0.85207299,311.08114,0.86021596,312.57283,0.87476858,315.59856,0.881386,317.1311,0.88766131,318.67595,0.89938624,321.80084,0.90491207,323.38014,0.91025279,324.97066,0.92046871,328.18289,0.9301804,331.43574,0.93488175,333.07724,0.94167186,304.53428,0.94987016,304.96225,0.95382315,305.17755,0.95723836,341.42826
-0.003345158,300,0.62559574,300.12572,0.73373073,301.48274,0.86668969,317.26059,0.89256968,324.8105,0.9144882,332.59301,0.92455947,336.56469,0.94573469,306.4627,0.96148316,307.64075,0.29459377,299.99992,0.52495837,300.00879,0.76937947,303.09856,0.79143852,304.76942,0.80783313,306.47888,0.821091,308.21907,0.83235254,309.9853,0.84223242,311.7745,0.85110072,313.58447,0.85919802,315.41359,0.8736944,319.12448,0.88030027,321.00444,0.88657455,322.89982,0.89832769,326.73528,0.90388235,328.67409,0.90926143,330.62699,0.91958201,334.57246,0.92943471,338.56971,0.93421995,340.58755,0.94156355,306.17132,0.94980501,306.75535,0.95378212,307.04927,0.95712694,350.86163
-0.003344927,300,0.62556237,300.15412,0.73346439,301.81115,0.86542754,321.07667,0.89127598,330.30318,0.91335583,339.82155,0.92357555,344.68267,0.94561787,308.5181,0.96148609,310.07444,0.35013904,299.99992,0.52495476,300.0112,0.76890908,303.7839,0.79079798,305.82374,0.80704833,307.91071,0.8201837,310.03526,0.83134189,312.19174,0.84113577,314.37643,0.84993413,316.5867,0.85797653,318.82062,0.8724052,323.35367,0.87899695,325.65125,0.8852699,327.96768,0.89705693,332.65648,0.90264628,335.02747,0.90807155,337.41616,0.91851834,342.24395,0.92854147,347.13773,0.93342824,349.60916,0.94142184,308.13333,0.94971513,308.90464,0.95372119,309.29289,0.95700369,362.20456
-0.00334465,300,0.62552233,300.18821,0.73314487,302.20512,0.86391306,325.65286,0.88972336,336.89296,0.91199825,348.49894,0.92239799,354.43124,0.94547723,310.98546,0.96148923,312.99663,0.39375452,300,0.5249504,300.01409,0.76834484,304.60589,0.79002965,307.08815,0.80610697,309.62772,0.81909536,312.21309,0.83012952,314.83746,0.83982016,317.49638,0.84853451,320.1867,0.85651093,322.90612,0.87085789,328.42652,0.87743277,331.22498,0.88370408,334.04708,0.89553199,339.76128,0.90116321,342.65189,0.90664433,345.56479,0.91724402,351.45465,0.92747409,357.42873,0.93248438,360.44717,0.94125132,310.48844,0.94960681,311.48483,0.95364763,311.98651,0.95687668,375.84727
-0.003344318,300,0.62547428,300.2291,0.73276157,302.6777,0.86209569,331.14092,0.88786088,344.79799,0.91037327,358.91518,0.92099288,366.13815,0.94530823,313.94794,0.961493,316.50621,0.4162115,300.00021,0.52494518,300.01757,0.76766806,305.59169,0.78910814,308.60433,0.80497793,311.68643,0.81779001,314.82415,0.82867534,318.00936,0.83824207,321.23674,0.84685556,324.50257,0.85475237,327.80521,0.86900135,334.50979,0.87555601,337.90954,0.8818255,341.33892,0.89370318,348.28536,0.89938536,351.80086,0.90493448,355.34447,0.91572065,362.51328,0.92620383,369.78985,0.93136555,373.46846,0.94104646,313.31596,0.94947664,314.58301,0.95355922,315.2211,0.95676496,392.26115
-0.003343919,300,0.62541663,300.27818,0.73230179,303.24453,0.85991577,337.72011,0.88562858,354.27917,0.90843346,371.41782,0.91932442,380.19683,0.94510522,317.50524,0.96149768,320.72201,0.42447805,300.00052,0.52493891,300.02173,0.76685637,306.77381,0.78800301,310.42211,0.80362397,314.15434,0.81622462,317.95392,0.82693144,321.81114,0.83634954,325.71968,0.84484143,329.67679,0.85264301,333.67794,0.86677457,341.80317,0.87330526,345.92471,0.87957307,350.08337,0.89151244,358.51072,0.89725734,362.77783,0.90289015,367.08051,0.91390613,375.79011,0.92470222,384.63814,0.93005167,389.11423,0.94080036,316.71094,0.94932029,318.30355,0.95345306,319.10579,0.95670838,412.01666
-0.003343441,300,0.62534745,300.33706,0.73175032,303.92435,0.85730217,345.60519,0.88295672,365.64817,0.90612785,386.42321,0.91735873,397.07954,0.94486139,321.77736,0.96150372,325.7869,0.42691861,300.00092,0.52493139,300.02673,0.765883,308.19112,0.7866779,312.60106,0.80200058,317.1121,0.81434778,321.70439,0.82484065,326.36639,0.83407968,331.09295,0.84242625,335.87732,0.85011374,340.71585,0.86410529,350.54502,0.87060811,355.53283,0.87687521,360.56721,0.88889296,370.77436,0.89471641,375.94568,0.90045385,381.16224,0.91175735,391.72911,0.92294612,402.47486,0.92853191,407.91546,0.94050475,320.7876,0.94913256,322.77214,0.95332571,323.77202,0.95678486,435.8063
-0.003342867,300,0.62526445,300.40771,0.73108893,304.73959,0.85417086,355.05196,0.87976592,379.27675,0.90340627,404.42993,0.91507161,417.35348,0.94456873,326.90844,0.96151195,331.87306,0.42752722,300.00141,0.52492237,300.03273,0.76471592,309.89009,0.78508932,315.21229,0.80005462,320.6558,0.81209825,326.19694,0.82233358,331.82505,0.83135877,337.52976,0.8395314,343.30515,0.84708263,349.14709,0.86090864,361.0193,0.86738012,367.04654,0.87364929,373.13232,0.88577012,385.47862,0.89169434,391.73803,0.89756546,398.05532,0.90923605,410.86266,0.92092759,423.90307,0.92681698,430.51222,0.94014979,325.68355,0.94890741,328.13982,0.95317323,329.37775,0.95713967,464.47533
-0.003342179,300,0.62516486,300.49248,0.73029581,305.71708,0.85042352,366.36453,0.87596871,395.6078,0.90022801,426.03524,0.91246269,441.70106,0.94421781,333.07199,0.96152397,339.18792,0.4276566,300.002,0.52491154,300.03992,0.76331684,311.92623,0.78318537,318.34056,0.79772284,324.89975,0.80940148,331.57919,0.81932939,338.36174,0.82809883,345.23731,0.83606386,352.19921,0.84345321,359.24289,0.85708616,373.56363,0.86352453,380.83773,0.86980217,388.18566,0.88206437,403.10328,0.88812188,410.67262,0.89416861,418.31662,0.90632012,433.82987,0.91867141,449.65018,0.92496046,457.67872,0.93972386,331.56391,0.94863785,334.58842,0.95299131,336.11325,0.95803365,499.06481
-0.003341353,300,0.62504537,300.59418,0.72934487,306.88892,0.84594673,379.90359,0.87147412,415.16823,0.89657772,451.95587,0.90958005,470.94648,0.94379787,340.47676,0.96154282,347.98159,0.42767926,300.00271,0.52489854,300.04856,0.76164005,314.36575,0.7809043,322.08663,0.79492814,329.98307,0.80617109,338.02213,0.81573153,346.18541,0.82419589,354.46149,0.83191435,362.84294,0.83911298,371.32492,0.85252592,388.57862,0.85893348,397.34792,0.8652329,406.2108,0.87769799,424.22007,0.88393816,433.36762,0.89022314,442.61258,0.90302353,461.39994,0.91626492,480.59809,0.92309441,490.35754,0.93921338,338.62741,0.94831615,342.33685,0.95277551,344.20772,0.95991912,540.87569
-0.003340362,300,0.62490201,300.7162,0.7282049,308.29346,0.84061248,396.09573,0.86619699,438.58459,0.89249246,483.05537,0.90656023,506.09247,0.94329699,349.37402,0.96157434,358.55576,0.42768146,300.00356,0.52488295,300.05892,0.75963109,317.28745,0.77817098,326.57287,0.79158141,336.06642,0.8023038,345.73033,0.81142609,355.54353,0.81952814,365.49326,0.82695591,375.57156,0.83393286,385.77355,0.84710453,406.53837,0.85349203,417.10019,0.85983915,427.78154,0.87260795,449.51055,0.87910758,460.56221,0.88572665,471.74291,0.89942947,494.50397,0.91390567,517.82567,0.92148563,529.70871,0.93860293,347.11313,0.94793428,351.64871,0.95252207,353.93726,0.96354548,591.56733
-0.003339173,300,0.62473003,300.86258,0.72683864,309.97648,0.83428118,415.44406,0.86007509,466.60249,0.89133932,492.38543,0.90576137,516.64227,0.94270292,360.06622,0.96162965,371.27462,0.42768011,300.00458,0.52486424,300.07136,0.7572252,320.78488,0.77489837,331.94093,0.78757609,343.34197,0.79767791,354.94567,0.80627979,366.72821,0.81395439,378.67573,0.82104343,390.78016,0.82776812,403.0371,0.84069269,428.00268,0.84708686,440.71338,0.85352979,453.57851,0.8667682,479.78903,0.87364822,493.1437,0.88443613,480.48021,0.89843986,504.43796,0.91332591,529.00389,0.92115448,541.52874,0.93787565,357.3087,0.94748508,362.84153,0.95222939,365.6347,0.96493803,606.82818
-0.003337748,300,0.62452371,301.03818,0.72520162,311.99254,0.83239588,421.24103,0.85309719,500.11219,0.89000389,503.58197,0.904873,529.31118,0.94200484,372.91753,0.96172979,386.57821,0.42767793,300.00581,0.52484179,300.08628,0.75434331,324.97217,0.7709824,338.36002,0.78278656,352.03658,0.79215103,365.95299,0.80013836,380.08288,0.80731375,394.41187,0.81401512,408.93256,0.82046265,423.64144,0.83878934,434.43402,0.83962224,468.91942,0.84624643,484.41013,0.86022523,516.03389,0.86767541,532.18576,0.88292696,490.96244,0.8973109,516.36308,0.91271368,542.4328,0.92085537,555.73492,0.93701453,369.56016,0.9469646,376.29793,0.9519011,379.70147,0.96679525,625.221
-0.003336038,300,0.62427622,301.24883,0.72324093,314.40654,0.83014535,428.18644,0.84534488,540.18439,0.88847445,517.01944,0.90391245,544.52884,0.94119706,388.36669,0.96191397,404.99912,0.42767526,300.00728,0.52481485,300.10418,0.75089454,329.98026,0.76630026,346.02983,0.77706576,362.41701,0.78555837,379.08627,0.79282624,396.0094,0.80532879,399.12512,0.80569733,430.57101,0.81185662,448.2044,0.83652119,442.14006,0.83104626,502.58575,0.83799729,521.24097,0.85314713,559.43237,0.86145536,579.00403,0.88117582,503.5381,0.89604441,530.68079,0.91210379,558.57151,0.92064246,572.81723,0.93600523,384.284,0.94637679,392.47935,0.95155181,396.62221,0.96927002,647.41431
-0.003334028,300,0.62398537,301.49638,0.72094113,317.23714,0.82746282,436.50505,0.83719107,587.15292,0.88674982,533.14859,0.9029179,562.81496,0.9402861,406.9428,0.96225413,427.18374,0.42767211,300.00901,0.52478318,300.12523,0.74685341,335.84493,0.76082053,355.00058,0.77038046,374.54622,0.77786983,394.4202,0.78432239,414.59409,0.80295454,404.76999,0.79610967,455.8094,0.80200361,476.85767,0.83382366,451.37061,0.82157634,541.93716,0.8290751,564.34453,0.8459789,610.39121,0.85546619,634.09024,0.87916548,518.62586,0.89465769,547.87546,0.91155747,577.97691,0.9206016,593.37171,0.93484176,401.98183,0.9457421,411.94308,0.95121749,416.98309,0.97250045,674.23123
-0.00333202,300,0.62369463,301.74381,0.71864624,320.06072,0.82427164,446.46443,0.83001795,634.03102,0.88484762,552.51323,0.90195906,584.80047,0.93930347,429.2852,0.96287995,453.92016,0.42766896,300.01074,0.52475151,300.14627,0.74282612,341.68602,0.75536737,363.92397,0.76374009,386.59903,0.770253,409.64546,0.78220697,419.23142,0.80011715,411.52782,0.78675423,480.84685,0.79247229,505.29026,0.83062385,462.42327,0.81282256,581.08802,0.82102179,607.29177,0.83975555,661.34274,0.84999454,689.25202,0.87689152,536.7294,0.89319326,568.53325,0.91117268,601.3273,0.92085764,618.12681,0.93353703,423.25867,0.94511292,435.36387,0.95097374,441.49544,0.97637278,706.68034
-0.003330013,300,0.62340402,301.99114,0.71635622,322.87738,0.82048524,458.38262,0.82313082,680.83094,0.88281573,575.77152,0.90114558,611.25485,0.93832803,456.1695,0.96402023,486.17685,0.42766581,300.01247,0.52471985,300.16731,0.73881319,347.50328,0.74994259,372.79936,0.75714905,398.5744,0.76271627,424.76083,0.77967837,424.7834,0.79673015,419.61401,0.77765843,505.68682,0.78329635,533.51003,0.82684138,475.65216,0.80475339,620.06807,0.81363085,650.1145,0.83253156,712.21667,0.8401318,744.17655,0.87437242,558.45616,0.89173029,593.36628,0.91108326,629.45303,0.92155206,647.97695,0.93214145,448.84648,0.94459994,463.56265,0.9509667,471.02733,0.97945023,745.94159
-0.003328007,300,0.62311354,302.23836,0.71407113,325.68707,0.81600812,472.63706,0.81365472,727.38848,0.88074184,603.7237,0.90060205,643.1209,0.93752305,488.54302,0.96606949,525.15902,0.42766266,300.0142,0.52468819,300.18835,0.73481513,353.29647,0.74454798,381.62622,0.75061148,410.47157,0.75526735,439.76574,0.77665882,431.4273,0.79269314,429.28381,0.76884309,530.33463,0.77449598,561.52692,0.82239072,491.47817,0.79706279,658.89181,0.80589769,692.78797,0.81692671,762.45236,0.80913956,797.34853,0.87166183,584.54148,0.89038432,623.24401,0.91138015,663.37324,0.92265513,684.01808,0.9307744,479.63584,0.94441554,497.54635,0.95146343,506.6484,0.97437174,793.05746
-0.003326188,300,0.62285,302.46264,0.71200111,328.23156,0.81073867,489.67499,0.7956814,768.91042,0.87872794,637.34691,0.900243,681.54925,0.93719525,527.57621,0.96968776,572.3946,0.4276598,300.01577,0.52465946,300.20744,0.73119926,358.53415,0.73967835,389.59677,0.74472602,421.20412,0.74858654,453.29244,0.77305746,439.37331,0.78789091,440.83893,0.76109361,552.55071,0.76683066,586.79504,0.81718591,510.40116,0.78952278,693.96729,0.79589987,731.23524,0.77946237,806.0901,0.734703,841.09758,0.86885,615.87963,0.88921845,659.23025,0.91160886,704.31761,0.9229246,727.53511,0.92967483,516.72085,0.94494204,538.56653,0.95293009,549.69649,0.93165185,847.21802
-,-,-,-,-,-,0.80457457,510.02567,-,-,0.87663749,677.82759,0.89845043,727.86208,0.93787997,574.74016,0.9758935,629.86715,-,-,-,-,-,-,-,-,-,-,-,-,0.76876905,448.87009,0.78219332,454.63492,-,-,-,-,0.81114843,533.01463,-,-,-,-,-,-,-,-,0.86597208,653.55993,0.88764046,702.59718,0.90804897,753.57445,0.91464506,779.61123,0.92927674,561.46616,0.94682567,588.20885,0.95613225,601.88054,0.78132969,900.92106
-,-,-,-,-,-,0.79742182,534.31492,-,-,0.87252184,726.49954,0.88510849,782.96817,0.9383333,588.9235,0.97812421,647.18938,-,-,-,-,-,-,-,-,-,-,-,-,0.76367298,460.21094,0.77545667,471.08942,-,-,-,-,0.80421798,560.02366,-,-,-,-,-,-,-,-,0.86234106,698.87309,0.88096284,754.5977,0.88088429,811.21953,0.86292619,838.72073,0.93028226,615.60864,0.94767255,603.1452,0.9574083,617.59026,0.50666267,940.60011
-,-,-,-,-,-,0.78920596,563.28293,-,-,0.8540133,784.04944,0.81574739,843.9869,0.93903145,605.99497,0.98097426,668.0948,-,-,-,-,-,-,-,-,-,-,-,-,0.75763315,473.74066,0.76752747,490.69113,-,-,-,-,0.7963567,592.26709,-,-,-,-,-,-,-,-,0.85254123,753.01399,0.84406665,814.68681,0.76381959,870.84397,0.68844188,894.34851,0.93326934,681.37536,0.94885956,621.13435,0.95912269,636.52343,0.41196446,950.0251
-,-,-,-,-,-,0.78067264,594.76644,-,-,0.77960751,841.53732,0.62944557,894.44102,0.94008381,626.56043,0.98449408,693.35638,-,-,-,-,-,-,-,-,-,-,-,-,0.7522132,485.97433,0.75905753,511.96071,-,-,-,-,0.78824888,627.35058,-,-,-,-,-,-,-,-,0.81380378,809.80699,0.71736737,870.1122,0.52709383,914.25195,0.42582258,930.11043,0.93222183,761.03449,0.95051014,642.822,0.96140158,659.36722,0.32524849,958.7202
-,-,-,-,-,-,0.77359728,621.9231,-,-,0.6140173,886.02425,0.39691892,924.80955,0.94161591,651.36239,0.98833616,723.91166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7562578,519.07638,-,-,-,-,0.78138756,657.63635,-,-,-,-,-,-,-,-,0.70630577,858.82602,0.50394999,907.79191,0.31062542,938.47384,0.35623657,937.44242,0.87315054,843.02638,0.95273363,669.00062,0.96429517,686.96477,0.25809061,966.7878
-,-,-,-,-,-,-,-,-,-,0.53907957,897.97632,0.32738344,932.42334,0.94367032,681.31155,0.99047386,760.82772,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.65029106,872.72429,0.42323957,917.42528,0.26081917,944.66843,0.29285507,944.53437,0.6633265,903.89564,0.95541927,700.63862,0.96738048,720.33621,0.21019235,974.47548
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.94572206,717.505,0.98236011,804.95952,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.24132727,951.40929,0.39073287,937.72802,0.95731341,738.8717,0.96808218,760.6154,0.17572994,981.99209
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.94447983,761.12088,0.93429377,855.34908,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2039653,957.74598,0.32536637,944.62838,0.95206828,784.74365,0.95498607,808.51865,0.14987038,989.47916
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.92476491,812.60976,0.78371977,905.25893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.26897541,951.3408,0.91399301,837.72997,0.88867218,861.95207,0.12963323,997.02833
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83602293,868.27929,0.51829236,942.90237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22428694,957.92639,0.77821731,891.24369,0.70150195,911.41616,0.12317834,999.85548
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.61477076,915.91413,0.42653874,951.95995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18983964,964.48176,0.51759516,932.03847,0.42493351,945.3048,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34616535,946.10016,0.34014056,960.40474,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17914852,966.91901,0.42404972,941.8207,0.34448829,953.34223,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.28977715,952.40198,0.27106074,968.27546,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3350847,950.86169,0.27732942,960.92504,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.24312615,958.62791,0.22085967,975.78118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.26418937,959.1994,0.22680127,968.19598,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.20625136,964.8448,0.18454747,983.11882,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21339352,967.08301,0.18962212,975.32174,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17720959,971.1267,0.1573102,990.42758,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17719188,974.74431,0.16157171,982.43139,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15905114,975.99721,0.13603254,997.7994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1503451,982.3435,0.13963691,989.61453,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11883716,1005.2936,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1414088,985.39889,0.13212997,992.51984,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11594166,1006.7278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-0.003326188,300.00001,0.62571556,302.46264,0.73475306,328.23156,0.87176266,621.9231,0.89776413,768.91042,0.91903288,897.97632,0.92851168,932.42334,0.94582227,975.99721,0.99047386,1006.7278,0.42768146,300.01577,0.52496215,300.20744,0.77124453,358.53415,0.79399843,389.59677,0.8109792,421.20412,0.82473353,453.29244,0.83641307,485.97433,0.84664007,519.07638,0.85579016,552.55071,0.86410812,586.79504,0.87887516,657.63635,0.88553597,693.96729,0.89181425,731.23524,0.90342882,806.0901,0.9088434,841.09758,0.91403674,872.72429,0.92385212,917.42528,0.93302637,944.66843,0.937409,957.74598,0.94167186,966.91901,0.95731341,985.39889,0.96808218,992.51984,0.97945023,999.85548
