-0.000516384,1.66E-17,0.55168327,5.92E-09,0.67358053,5.92E-08,0.8065786,5.92E-07,0.8292502,8.29E-07,0.84711806,1.07E-06,0.009085781,5.92E-11,0.095343839,5.92E-10,0.71090751,1.18E-07,0.73357178,1.78E-07,0.75013355,2.37E-07,0.76330826,2.96E-07,0.77431717,3.55E-07,0.78381714,4.14E-07,0.79220311,4.74E-07,0.79973155,5.33E-07,0.81287065,6.51E-07,0.81870148,7.10E-07,0.8241427,7.70E-07,0.83406852,8.88E-07,0.83863369,9.47E-07,0.84297533,1.01E-06,0.85108259,1.12E-06,0.76629794,3.11E-07,0.76924958,3.27E-07,0.77207951,3.42E-07,0.77479833,3.58E-07,0.77741524,3.73E-07,0.77993837,3.89E-07,-0.000516384,300,0.55168327,300,0.67358053,300,0.8065786,300,0.8292502,300,0.84711806,300,0.009085781,300,0.095343839,300,0.71090751,300,0.73357178,300,0.75013355,300,0.76330826,300,0.77431717,300,0.78381714,300,0.79220311,300,0.79973155,300,0.81287065,300,0.81870148,300,0.8241427,300,0.83406852,300,0.83863369,300,0.84297533,300,0.85108259,300,0.76629794,300,0.76924958,300,0.77207951,300,0.77479833,300,0.77741524,300,0.77993837,300
-0.000516347,-3.26E-18,0.56587623,7.20E-09,0.68401522,7.20E-08,0.8195612,7.20E-07,0.8430242,1.01E-06,0.86161796,1.30E-06,0.013666131,7.20E-11,0.14090764,7.20E-10,0.72178096,1.44E-07,0.74479968,2.16E-07,0.76167014,2.88E-07,0.77512422,3.60E-07,0.78639179,4.32E-07,0.79613487,5.04E-07,0.80475177,5.76E-07,0.81250126,6.48E-07,0.82605922,7.92E-07,0.83209012,8.64E-07,0.83772627,9.36E-07,0.84802897,1.08E-06,0.85277704,1.15E-06,0.85729839,1.22E-06,0.86575672,1.37E-06,0.77775962,3.75E-07,0.78077725,3.94E-07,0.7836721,4.13E-07,0.7864548,4.31E-07,0.78913464,4.50E-07,0.7917198,4.69E-07,-0.000516347,300,0.56587623,300,0.68401522,300,0.8195612,300,0.8430242,300,0.86161796,300,0.013666131,300,0.14090764,300,0.72178096,300,0.74479968,300,0.76167014,300,0.77512422,300,0.78639179,300,0.79613487,300,0.80475177,300,0.81250126,300,0.82605922,300,0.83209012,300,0.83772627,300,0.84802897,300,0.85277704,300,0.85729839,300,0.86575672,300,0.77775962,300,0.78077725,300,0.7836721,300,0.7864548,300,0.78913464,300,0.7917198,300
-0.000516303,5.92E-18,0.57618341,8.74E-09,0.69440676,8.74E-08,0.83277654,8.74E-07,0.85713175,1.22E-06,0.87655232,1.57E-06,0.020336479,8.74E-11,0.20689473,8.74E-10,0.73265898,1.75E-07,0.75606785,2.62E-07,0.77327835,3.50E-07,0.78704088,4.37E-07,0.79859483,5.25E-07,0.80860784,6.12E-07,0.81748187,7.00E-07,0.82547821,7.87E-07,0.83950587,9.62E-07,0.84576204,1.05E-06,0.85161826,1.14E-06,0.8623481,1.31E-06,0.86730425,1.40E-06,0.87203057,1.49E-06,0.88089075,1.66E-06,0.78941583,4.52E-07,0.79250779,4.75E-07,0.79547573,4.97E-07,0.79833035,5.20E-07,0.80108103,5.43E-07,0.80373598,5.65E-07,-0.000516303,300,0.57618341,300,0.69440676,300,0.83277654,300,0.85713175,300,0.87655232,300,0.020336479,300,0.20689473,300,0.73265898,300,0.75606785,300,0.77327835,300,0.78704088,300,0.79859483,300,0.80860784,300,0.81748187,300,0.82547821,300,0.83950587,300,0.84576204,300,0.85161826,300,0.8623481,300,0.86730425,300,0.87203057,300,0.88089075,300,0.78941583,300,0.79250779,300,0.79547573,300,0.79833035,300,0.80108103,300,0.80373598,300
-0.000516267,-3.00E-18,0.58300977,1.00E-08,0.70166306,1.00E-07,0.84218897,1.00E-06,0.86723981,1.40E-06,0.88731189,1.80E-06,0.026552408,1.00E-10,0.26761474,1.00E-09,0.74028359,2.00E-07,0.76398791,3.00E-07,0.78145668,4.00E-07,0.79545426,5.00E-07,0.80722718,6.00E-07,0.81744726,7.00E-07,0.82651917,8.00E-07,0.83470606,9.00E-07,0.8490979,1.10E-06,0.85552949,1.20E-06,0.86155756,1.30E-06,0.87262226,1.50E-06,0.87774219,1.60E-06,0.88263023,1.70E-06,0.89180865,1.90E-06,0.80130779,5.45E-07,0.80448327,5.72E-07,0.80753334,5.99E-07,0.8104688,6.26E-07,0.81329909,6.54E-07,0.81603253,6.81E-07,-0.000516267,300,0.58300977,300,0.70166306,300,0.84218897,300,0.86723981,300,0.88731189,300,0.026552408,300,0.26761474,300,0.74028359,300,0.76398791,300,0.78145668,300,0.79545426,300,0.80722718,300,0.81744726,300,0.82651917,300,0.83470606,300,0.8490979,300,0.85552949,300,0.86155756,300,0.87262226,300,0.87774219,300,0.88263023,300,0.89180865,300,0.80130779,300,0.80448327,300,0.80753334,300,0.8104688,300,0.81329909,300,0.81603253,300
-0.000516204,2.32E-17,0.58356161,1.00E-08,0.70167322,1.00E-07,0.84184572,1.00E-06,0.86683616,1.40E-06,0.88688058,1.80E-06,0.037528814,1.00E-10,0.36477555,1.00E-09,0.74021265,2.00E-07,0.76386236,3.00E-07,0.78128663,4.00E-07,0.79524591,5.00E-07,0.80698514,6.00E-07,0.81717532,7.00E-07,0.8262206,8.00E-07,0.83438381,9.00E-07,0.84873616,1.10E-06,0.85515159,1.20E-06,0.86116572,1.30E-06,0.87220883,1.50E-06,0.87732092,1.60E-06,0.88220302,1.70E-06,0.891375,1.90E-06,0.81347742,6.56E-07,0.81674672,6.88E-07,0.81988908,7.21E-07,0.82291541,7.54E-07,0.82583526,7.87E-07,0.82865699,8.19E-07,-0.000516204,300,0.58356161,300,0.70167322,300,0.84184572,300,0.86683616,300,0.88688058,300,0.037528814,300,0.36477555,300,0.74021265,300,0.76386236,300,0.78128663,300,0.79524591,300,0.80698514,300,0.81717532,300,0.8262206,300,0.83438381,300,0.84873616,300,0.85515159,300,0.86116572,300,0.87220883,300,0.87732092,300,0.88220302,300,0.891375,300,0.81347742,300,0.81674672,300,0.81988908,300,0.82291541,300,0.82583526,300,0.82865699,300
-0.000516128,-1.10E-17,0.58357879,1.00E-08,0.70159951,1.00E-07,0.84141757,1.00E-06,0.86633777,1.40E-06,0.88634988,1.80E-06,0.050691108,1.00E-10,0.43529414,1.00E-09,0.74007861,2.00E-07,0.76367589,3.00E-07,0.78105356,4.00E-07,0.79497106,5.00E-07,0.80667271,6.00E-07,0.81682905,7.00E-07,0.82584394,8.00E-07,0.83397991,9.00E-07,0.84828655,1.10E-06,0.85468321,1.20E-06,0.86068111,1.30E-06,0.87169901,1.50E-06,0.87680196,1.60E-06,0.88167712,1.70E-06,0.89084161,1.90E-06,0.8259688,7.89E-07,0.82934363,8.28E-07,0.83258987,8.68E-07,0.83571854,9.07E-07,0.83873929,9.46E-07,0.84166058,9.86E-07,-0.000516128,300,0.58357879,300,0.70159951,300,0.84141757,300,0.86633777,300,0.88634988,300,0.050691108,300,0.43529414,300,0.74007861,300,0.76367589,300,0.78105356,300,0.79497106,300,0.80667271,300,0.81682905,300,0.82584394,300,0.83397991,300,0.84828655,300,0.85468321,300,0.86068111,300,0.87169901,300,0.87680196,300,0.88167712,300,0.89084161,300,0.8259688,300,0.82934363,300,0.83258987,300,0.83571854,300,0.83873929,300,0.84166058,300
-0.000516037,1.95E-17,0.5835692,1.00E-08,0.70151059,1.00E-07,0.84090351,1.00E-06,0.86573901,1.40E-06,0.88571175,1.80E-06,0.066470231,1.00E-10,0.46333973,1.00E-09,0.73991762,2.00E-07,0.76345205,3.00E-07,0.78077382,4.00E-07,0.79464119,5.00E-07,0.80629772,6.00E-07,0.81641343,7.00E-07,0.82539179,8.00E-07,0.83349503,9.00E-07,0.84774668,1.10E-06,0.8541207,1.20E-06,0.86009902,1.30E-06,0.87108641,1.50E-06,0.87617823,1.60E-06,0.88104491,1.70E-06,0.89020005,1.90E-06,0.83882971,9.48E-07,0.84232355,9.96E-07,0.84568704,1.04E-06,0.84893134,1.09E-06,0.85206617,1.14E-06,0.85510013,1.19E-06,-0.000516037,300,0.5835692,300,0.70151059,300,0.84090351,300,0.86573901,300,0.88571175,300,0.066470231,300,0.46333973,300,0.73991762,300,0.76345205,300,0.78077382,300,0.79464119,300,0.80629772,300,0.81641343,300,0.82539179,300,0.83349503,300,0.84774668,300,0.8541207,300,0.86009902,300,0.87108641,300,0.87617823,300,0.88104491,300,0.89020005,300,0.83882971,300,0.84232355,300,0.84568704,300,0.84893134,300,0.85206617,300,0.85510013,300
-0.000515928,-9.18E-18,0.5835565,1.00E-08,0.70140388,1.00E-07,0.84028637,1.00E-06,0.86501969,1.40E-06,0.88494433,1.80E-06,0.085377655,1.00E-10,0.47092946,1.00E-09,0.73972446,2.00E-07,0.76318347,3.00E-07,0.78043816,4.00E-07,0.79424536,5.00E-07,0.80584772,6.00E-07,0.81591464,7.00E-07,0.8248491,8.00E-07,0.832913,9.00E-07,0.84709844,1.10E-06,0.85344518,1.20E-06,0.85939985,1.30E-06,0.87035029,1.50E-06,0.87542856,1.60E-06,0.88028484,1.70E-06,0.88942826,1.90E-06,0.85211349,1.14E-06,0.85574214,1.20E-06,0.85923859,1.25E-06,0.86261414,1.31E-06,0.86587864,1.37E-06,0.86904079,1.43E-06,-0.000515928,300,0.5835565,300,0.70140388,300,0.84028637,300,0.86501969,300,0.88494433,300,0.085377655,300,0.47092946,300,0.73972446,300,0.76318347,300,0.78043816,300,0.79424536,300,0.80584772,300,0.81591464,300,0.8248491,300,0.832913,300,0.84709844,300,0.85344518,300,0.85939985,300,0.87035029,300,0.87542856,300,0.88028484,300,0.88942826,300,0.85211349,300,0.85574214,300,0.85923859,300,0.86261414,300,0.86587864,300,0.86904079,300
-0.000515796,2.92E-18,0.58354123,1.00E-08,0.70127585,1.00E-07,0.83954542,1.00E-06,0.86415535,1.40E-06,0.8840211,1.80E-06,0.10801421,1.00E-10,0.47257976,1.00E-09,0.7394927,2.00E-07,0.76286122,3.00E-07,0.78003542,4.00E-07,0.7937704,5.00E-07,0.80530772,6.00E-07,0.81531602,7.00E-07,0.82419773,8.00E-07,0.8322143,9.00E-07,0.84632003,1.10E-06,0.85263385,1.20E-06,0.85855993,1.30E-06,0.86946554,1.50E-06,0.87452727,1.60E-06,0.87937075,1.70E-06,0.88849942,1.90E-06,0.86588176,1.37E-06,0.86966408,1.44E-06,0.87331233,1.51E-06,0.87683794,1.58E-06,0.88025091,1.64E-06,0.88356005,1.71E-06,-0.000515796,300,0.58354123,300,0.70127585,300,0.83954542,300,0.86415535,300,0.8840211,300,0.10801421,300,0.47257976,300,0.7394927,300,0.76286122,300,0.78003542,300,0.7937704,300,0.80530772,300,0.81531602,300,0.82419773,300,0.8322143,300,0.84632003,300,0.85263385,300,0.85855993,300,0.86946554,300,0.87452727,300,0.87937075,300,0.88849942,300,0.86588176,300,0.86966408,300,0.87331233,300,0.87683794,300,0.88025091,300,0.88356005,300
-0.000515639,-1.24E-17,0.5835229,1.00E-08,0.70112224,1.00E-07,0.83865576,1.00E-06,0.86311654,1.40E-06,0.88290996,1.80E-06,0.13506776,1.00E-10,0.47288176,1.00E-09,0.73921463,2.00E-07,0.76247459,3.00E-07,0.7795522,4.00E-07,0.79320049,5.00E-07,0.80465971,6.00E-07,0.8145976,7.00E-07,0.82341589,8.00E-07,0.83137552,9.00E-07,0.84538519,1.10E-06,0.85165925,1.20E-06,0.85755075,1.30E-06,0.86840186,1.50E-06,0.87344335,1.60E-06,0.87827106,1.70E-06,0.88738106,1.90E-06,0.88020859,1.65E-06,0.88416769,1.73E-06,0.88799093,1.81E-06,0.89168987,1.89E-06,0.89527466,1.98E-06,0.89875423,2.06E-06,-0.000515639,300,0.5835229,300,0.70112224,300,0.83865576,300,0.86311654,300,0.88290996,300,0.13506776,300,0.47288176,300,0.73921463,300,0.76247459,300,0.7795522,300,0.79320049,300,0.80465971,300,0.8145976,300,0.82341589,300,0.83137552,300,0.84538519,300,0.85165925,300,0.85755075,300,0.86840186,300,0.87344335,300,0.87827106,300,0.88738106,300,0.88020859,300,0.88416769,300,0.88799093,300,0.89168987,300,0.89527466,300,0.89875423,300
-0.00051545,1.20E-18,0.58350091,1.00E-08,0.70093793,1.00E-07,0.83758743,1.00E-06,0.86186772,1.40E-06,0.8815721,1.80E-06,0.16726707,1.00E-10,0.47292715,1.00E-09,0.73888102,2.00E-07,0.76201073,3.00E-07,0.77897243,4.00E-07,0.79251666,5.00E-07,0.80388209,6.00E-07,0.81373537,7.00E-07,0.82247741,8.00E-07,0.8303685,9.00E-07,0.84426235,1.10E-06,0.85048834,1.20E-06,0.85633794,1.30E-06,0.86712273,1.50E-06,0.87213938,1.60E-06,0.87694756,1.70E-06,0.88603375,1.90E-06,0.8951873,1.98E-06,0.89935245,2.08E-06,0.90338015,2.18E-06,0.90728215,2.27E-06,0.91106873,2.37E-06,0.91474896,2.47E-06,-0.00051545,300,0.58350091,300,0.70093793,300,0.83758743,300,0.86186772,300,0.8815721,300,0.16726707,300,0.47292715,300,0.73888102,300,0.76201073,300,0.77897243,300,0.79251666,300,0.80388209,300,0.81373537,300,0.82247741,300,0.8303685,300,0.84426235,300,0.85048834,300,0.85633794,300,0.86712273,300,0.87213938,300,0.87694756,300,0.88603375,300,0.8951873,300,0.89935245,300,0.90338015,300,0.90728215,300,0.91106873,300,0.91474896,300
-0.000515224,-2.71E-24,0.58347453,1.00E-08,0.7007168,1.00E-07,0.83630443,1.00E-06,0.86036609,1.40E-06,0.87996032,1.80E-06,0.20516875,1.00E-10,0.47293077,1.00E-09,0.73848079,2.00E-07,0.76145425,3.00E-07,0.77827685,4.00E-07,0.79169616,5.00E-07,0.80294895,6.00E-07,0.81270053,7.00E-07,0.82135085,8.00E-07,0.82915943,9.00E-07,0.84291351,1.10E-06,0.84908136,1.20E-06,0.85488012,1.30E-06,0.86558403,1.50E-06,0.87056998,1.60E-06,0.8753539,1.70E-06,0.88440982,1.90E-06,0.89614202,2.00E-06,0.90032105,2.10E-06,0.90436255,2.20E-06,0.90827828,2.30E-06,0.91207851,2.40E-06,0.91577233,2.50E-06,-0.000515224,300,0.58347453,300,0.7007168,300,0.83630443,300,0.86036609,300,0.87996032,300,0.20516875,300,0.47293077,300,0.73848079,300,0.76145425,300,0.77827685,300,0.79169616,300,0.80294895,300,0.81270053,300,0.82135085,300,0.82915943,300,0.84291351,300,0.84908136,300,0.85488012,300,0.86558403,300,0.87056998,300,0.8753539,300,0.88440982,300,0.89614202,300,0.90032105,300,0.90436255,300,0.90827828,300,0.91207851,300,0.91577233,300
-0.000514952,-3.43E-19,0.58344286,1.00E-08,0.70045151,1.00E-07,0.83476348,1.00E-06,0.85855976,1.40E-06,0.87801779,1.80E-06,0.24832534,1.00E-10,0.4729282,1.00E-09,0.73800066,2.00E-07,0.76078667,3.00E-07,0.77744238,4.00E-07,0.79071172,5.00E-07,0.80182921,6.00E-07,0.81145855,7.00E-07,0.8199985,8.00E-07,0.82770767,9.00E-07,0.84129301,1.10E-06,0.84739041,1.20E-06,0.85312744,1.30E-06,0.86373227,1.50E-06,0.86868054,1.60E-06,0.87343427,1.70E-06,0.8824515,1.90E-06,0.89575373,2.00E-06,0.89993374,2.10E-06,0.90397769,2.20E-06,0.90789732,2.30E-06,0.91170287,2.40E-06,0.9154034,2.50E-06,-0.000514952,300,0.58344286,300,0.70045151,300,0.83476348,300,0.85855976,300,0.87801779,300,0.24832534,300,0.4729282,300,0.73800066,300,0.76078667,300,0.77744238,300,0.79071172,300,0.80182921,300,0.81145855,300,0.8199985,300,0.82770767,300,0.84129301,300,0.84739041,300,0.85312744,300,0.86373227,300,0.86868054,300,0.87343427,300,0.8824515,300,0.89575373,300,0.89993374,300,0.90397769,300,0.90789732,300,0.91170287,300,0.9154034,300
-0.000514627,-8.66E-18,0.58340487,1.00E-08,0.70013325,1.00E-07,0.83291258,1.00E-06,0.85638652,1.40E-06,0.87567571,1.80E-06,0.29283025,1.00E-10,0.47292432,1.00E-09,0.73742471,2.00E-07,0.75998587,3.00E-07,0.77644132,4.00E-07,0.78953064,5.00E-07,0.80048559,6.00E-07,0.80996795,7.00E-07,0.81837506,8.00E-07,0.82596442,9.00E-07,0.83934589,1.10E-06,0.84535757,1.20E-06,0.85101945,1.30E-06,0.86150329,1.50E-06,0.86640502,1.60E-06,0.87112113,1.70E-06,0.88008893,1.90E-06,0.8952755,2.00E-06,0.89945672,2.10E-06,0.90350364,2.20E-06,0.90742794,2.30E-06,0.91123984,2.40E-06,0.91494838,2.50E-06,-0.000514627,300,0.58340487,300,0.70013325,300,0.83291258,300,0.85638652,300,0.87567571,300,0.29283025,300,0.47292432,300,0.73742471,300,0.75998587,300,0.77644132,300,0.78953064,300,0.80048559,300,0.80996795,300,0.81837506,300,0.82596442,300,0.83934589,300,0.84535757,300,0.85101945,300,0.86150329,300,0.86640502,300,0.87112113,300,0.88008893,300,0.8952755,300,0.89945672,300,0.90350364,300,0.90742794,300,0.91123984,300,0.91494838,300
-0.000514236,-9.86E-18,0.58335928,1.00E-08,0.69975147,1.00E-07,0.83068887,1.00E-06,0.85377128,1.40E-06,0.87285119,1.80E-06,0.32937862,1.00E-10,0.47291958,1.00E-09,0.73673389,2.00E-07,0.75902535,3.00E-07,0.77524052,4.00E-07,0.78811374,5.00E-07,0.79887342,6.00E-07,0.80817904,7.00E-07,0.81642622,8.00E-07,0.82387116,9.00E-07,0.83700561,1.10E-06,0.84291356,1.20E-06,0.84848395,1.30E-06,0.85881962,1.50E-06,0.86366386,1.60E-06,0.86833312,1.70E-06,0.87723803,1.90E-06,0.89470023,2.00E-06,0.89888274,2.10E-06,0.90293302,2.20E-06,0.90686273,2.30E-06,0.91068206,2.40E-06,0.91439998,2.50E-06,-0.000514236,300,0.58335928,300,0.69975147,300,0.83068887,300,0.85377128,300,0.87285119,300,0.32937862,300,0.47291958,300,0.73673389,300,0.75902535,300,0.77524052,300,0.78811374,300,0.79887342,300,0.80817904,300,0.81642622,300,0.82387116,300,0.83700561,300,0.84291356,300,0.84848395,300,0.85881962,300,0.86366386,300,0.86833312,300,0.87723803,300,0.89470023,300,0.89888274,300,0.90293302,300,0.90686273,300,0.91068206,300,0.91439998,300
-0.000513768,-1.96E-17,0.58330457,1.00E-08,0.69929351,1.00E-07,0.82801742,1.00E-06,0.85062384,1.40E-06,0.86944498,1.80E-06,0.3511432,1.00E-10,0.47291389,1.00E-09,0.73590535,2.00E-07,0.75787338,3.00E-07,0.77380029,4.00E-07,0.78641408,5.00E-07,0.79693917,6.00E-07,0.80603227,7.00E-07,0.81408641,8.00E-07,0.82135697,9.00E-07,0.83419296,1.10E-06,0.83997496,1.20E-06,0.84543394,1.30E-06,0.85558822,1.50E-06,0.86036156,1.60E-06,0.86497265,1.70E-06,0.87379828,1.90E-06,0.89400813,2.00E-06,0.89819194,2.10E-06,0.90224602,2.20E-06,0.90618196,2.30E-06,0.91000992,2.40E-06,0.91373881,2.50E-06,-0.000513768,300,0.58330457,300,0.69929351,300,0.82801742,300,0.85062384,300,0.86944498,300,0.3511432,300,0.47291389,300,0.73590535,300,0.75787338,300,0.77380029,300,0.78641408,300,0.79693917,300,0.80603227,300,0.81408641,300,0.82135697,300,0.83419296,300,0.83997496,300,0.84543394,300,0.85558822,300,0.86036156,300,0.86497265,300,0.87379828,300,0.89400813,300,0.89819194,300,0.90224602,300,0.90618196,300,0.91000992,300,0.91373881,300
-0.000513206,1.61E-17,0.58323894,1.00E-08,0.69874423,1.00E-07,0.82480817,1.00E-06,0.84683627,1.40E-06,0.86533945,1.80E-06,0.36085214,1.00E-10,0.47290706,1.00E-09,0.73491176,2.00E-07,0.75649197,3.00E-07,0.77207311,4.00E-07,0.78437554,5.00E-07,0.79461886,6.00E-07,0.80345567,7.00E-07,0.81127764,8.00E-07,0.81833782,9.00E-07,0.8308127,1.10E-06,0.83644181,1.20E-06,0.84176525,1.30E-06,0.85169793,1.50E-06,0.85638426,1.60E-06,0.86092369,1.70E-06,0.86965103,1.90E-06,0.89317512,2.00E-06,0.89736016,2.10E-06,0.90141844,2.20E-06,0.9053615,2.30E-06,0.90919942,2.40E-06,0.91294109,2.50E-06,-0.000513206,300,0.58323894,300,0.69874423,300,0.82480817,300,0.84683627,300,0.86533945,300,0.36085214,300,0.47290706,300,0.73491176,300,0.75649197,300,0.77207311,300,0.78437554,300,0.79461886,300,0.80345567,300,0.81127764,300,0.81833782,300,0.8308127,300,0.83644181,300,0.84176525,300,0.85169793,300,0.85638426,300,0.86092369,300,0.86965103,300,0.89317512,300,0.89736016,300,0.90141844,300,0.9053615,300,0.90919942,300,0.91294109,300
-0.000512534,-1.28E-17,0.58316018,1.00E-08,0.69808548,1.00E-07,0.82095348,1.00E-06,0.84228041,1.40E-06,0.86039743,1.80E-06,0.36435215,1.00E-10,0.47289886,1.00E-09,0.7337204,2.00E-07,0.7548357,3.00E-07,0.7700022,4.00E-07,0.78193105,5.00E-07,0.79183501,6.00E-07,0.80036408,7.00E-07,0.80790641,8.00E-07,0.8147128,9.00E-07,0.82675108,1.10E-06,0.83219491,1.20E-06,0.83735383,1.30E-06,0.84701715,1.50E-06,0.85159768,1.60E-06,0.85605011,1.70E-06,0.864659,1.90E-06,0.89217203,2.00E-06,0.89635809,2.10E-06,0.90042093,2.20E-06,0.90437202,2.30E-06,0.90822132,2.40E-06,0.91197775,2.50E-06,-0.000512534,300,0.58316018,300,0.69808548,300,0.82095348,300,0.84228041,300,0.86039743,300,0.36435215,300,0.47289886,300,0.7337204,300,0.7548357,300,0.7700022,300,0.78193105,300,0.79183501,300,0.80036408,300,0.80790641,300,0.8147128,300,0.82675108,300,0.83219491,300,0.83735383,300,0.84701715,300,0.85159768,300,0.85605011,300,0.864659,300,0.89217203,300,0.89635809,300,0.90042093,300,0.90437202,300,0.90822132,300,0.91197775,300
